MatchID,Season,MatchWeek,Date,HomeTeam,AwayTeam,FullTimeHomeTeamGoals,FullTimeAwayTeamGoals,FullTimeResult,HomeTeamPoints,AwayTeamPoints
1997-1998_Arsenal_Sheffield Weds,1997-1998,29,3/28/1998,Arsenal,Sheffield Weds,1,0,H,3,0
1997-1998_Barnsley_Liverpool,1997-1998,29,3/28/1998,Barnsley,Liverpool,2,3,A,0,3
1997-1998_Bolton_Leicester,1997-1998,29,3/28/1998,Bolton,Leicester,2,0,H,3,0
1997-1998_Coventry_Derby,1997-1998,29,3/28/1998,Coventry,Derby,1,0,H,3,0
1997-1998_Crystal Palace_Tottenham,1997-1998,29,3/28/1998,Crystal Palace,Tottenham,1,3,A,0,3
1997-1998_Everton_Aston Villa,1997-1998,29,3/28/1998,Everton,Aston Villa,1,4,A,0,3
1997-1998_Man United_Wimbledon,1997-1998,29,3/28/1998,Man United,Wimbledon,2,0,H,3,0
1997-1998_Southampton_Newcastle,1997-1998,29,3/28/1998,Southampton,Newcastle,2,1,H,3,0
1997-1998_West Ham_Leeds,1997-1998,30,3/30/1998,West Ham,Leeds,3,0,H,3,0
1997-1998_Blackburn_Barnsley,1997-1998,30,3/31/1998,Blackburn,Barnsley,2,1,H,3,0
1997-1998_Bolton_Arsenal,1997-1998,30,3/31/1998,Bolton,Arsenal,0,1,A,0,3
1997-1998_Wimbledon_Newcastle,1997-1998,30,3/31/1998,Wimbledon,Newcastle,0,0,D,1,1
1997-1998_Aston Villa_West Ham,1997-1998,31,4/4/1998,Aston Villa,West Ham,2,0,H,3,0
1997-1998_Leeds_Barnsley,1997-1998,31,4/4/1998,Leeds,Barnsley,2,1,H,3,0
1997-1998_Leicester_Coventry,1997-1998,31,4/4/1998,Leicester,Coventry,1,1,D,1,1
1997-1998_Sheffield Weds_Southampton,1997-1998,31,4/4/1998,Sheffield Weds,Southampton,1,0,H,3,0
1997-1998_Tottenham_Everton,1997-1998,31,4/4/1998,Tottenham,Everton,1,1,D,1,1
1997-1998_Wimbledon_Bolton,1997-1998,31,4/4/1998,Wimbledon,Bolton,0,0,D,1,1
1997-1998_Derby_Chelsea,1997-1998,31,4/5/1998,Derby,Chelsea,0,1,A,0,3
1997-1998_Blackburn_Man United,1997-1998,31,4/6/1998,Blackburn,Man United,1,3,A,0,3
1997-1998_Leeds_Chelsea,1997-1998,31,4/8/1998,Leeds,Chelsea,3,1,H,3,0
1997-1998_Man United_Liverpool,1997-1998,32,4/10/1998,Man United,Liverpool,1,1,D,1,1
1997-1998_Arsenal_Newcastle,1997-1998,32,4/11/1998,Arsenal,Newcastle,3,1,H,3,0
1997-1998_Barnsley_Sheffield Weds,1997-1998,32,4/11/1998,Barnsley,Sheffield Weds,2,1,H,3,0
1997-1998_Bolton_Blackburn,1997-1998,32,4/11/1998,Bolton,Blackburn,2,1,H,3,0
1997-1998_Chelsea_Tottenham,1997-1998,32,4/11/1998,Chelsea,Tottenham,2,0,H,3,0
1997-1998_Coventry_Aston Villa,1997-1998,32,4/11/1998,Coventry,Aston Villa,1,2,A,0,3
1997-1998_Crystal Palace_Leicester,1997-1998,32,4/11/1998,Crystal Palace,Leicester,0,3,A,0,3
1997-1998_Everton_Leeds,1997-1998,32,4/11/1998,Everton,Leeds,2,0,H,3,0
1997-1998_Southampton_Wimbledon,1997-1998,32,4/11/1998,Southampton,Wimbledon,0,1,A,0,3
1997-1998_West Ham_Derby,1997-1998,32,4/11/1998,West Ham,Derby,0,0,D,1,1
1997-1998_Blackburn_Arsenal,1997-1998,33,4/13/1998,Blackburn,Arsenal,1,4,A,0,3
1997-1998_Derby_Bolton,1997-1998,33,4/13/1998,Derby,Bolton,4,0,H,3,0
1997-1998_Liverpool_Crystal Palace,1997-1998,33,4/13/1998,Liverpool,Crystal Palace,2,1,H,3,0
1997-1998_Newcastle_Barnsley,1997-1998,33,4/13/1998,Newcastle,Barnsley,2,1,H,3,0
1997-1998_Sheffield Weds_West Ham,1997-1998,33,4/13/1998,Sheffield Weds,West Ham,1,1,D,1,1
1997-1998_Tottenham_Coventry,1997-1998,33,4/13/1998,Tottenham,Coventry,1,1,D,1,1
1997-1998_Wimbledon_Everton,1997-1998,33,4/13/1998,Wimbledon,Everton,0,0,D,1,1
1997-1998_Leicester_Southampton,1997-1998,33,4/14/1998,Leicester,Southampton,3,3,D,1,1
1997-1998_Arsenal_Wimbledon,1997-1998,34,4/18/1998,Arsenal,Wimbledon,5,0,H,3,0
1997-1998_Barnsley_Tottenham,1997-1998,34,4/18/1998,Barnsley,Tottenham,1,1,D,1,1
1997-1998_Bolton_Leeds,1997-1998,34,4/18/1998,Bolton,Leeds,2,3,A,0,3
1997-1998_Crystal Palace_Derby,1997-1998,34,4/18/1998,Crystal Palace,Derby,3,1,H,3,0
1997-1998_Everton_Leicester,1997-1998,34,4/18/1998,Everton,Leicester,1,1,D,1,1
1997-1998_Man United_Newcastle,1997-1998,34,4/18/1998,Man United,Newcastle,1,1,D,1,1
1997-1998_Southampton_Aston Villa,1997-1998,34,4/18/1998,Southampton,Aston Villa,1,2,A,0,3
1997-1998_West Ham_Blackburn,1997-1998,34,4/18/1998,West Ham,Blackburn,2,1,H,3,0
1997-1998_Chelsea_Sheffield Weds,1997-1998,34,4/19/1998,Chelsea,Sheffield Weds,1,0,H,3,0
1997-1998_Coventry_Liverpool,1997-1998,34,4/19/1998,Coventry,Liverpool,1,1,D,1,1
1997-1998_Aston Villa_Bolton,1997-1998,35,4/25/1998,Aston Villa,Bolton,1,3,A,0,3
1997-1998_Barnsley_Arsenal,1997-1998,35,4/25/1998,Barnsley,Arsenal,0,2,A,0,3
1997-1998_Blackburn_Wimbledon,1997-1998,35,4/25/1998,Blackburn,Wimbledon,0,0,D,1,1
1997-1998_Chelsea_Liverpool,1997-1998,35,4/25/1998,Chelsea,Liverpool,4,1,H,3,0
1997-1998_Everton_Sheffield Weds,1997-1998,35,4/25/1998,Everton,Sheffield Weds,1,3,A,0,3
1997-1998_Leeds_Coventry,1997-1998,35,4/25/1998,Leeds,Coventry,3,3,D,1,1
1997-1998_Tottenham_Newcastle,1997-1998,35,4/25/1998,Tottenham,Newcastle,2,0,H,3,0
1997-1998_West Ham_Southampton,1997-1998,35,4/25/1998,West Ham,Southampton,2,4,A,0,3
1997-1998_Derby_Leicester,1997-1998,35,4/26/1998,Derby,Leicester,0,4,A,0,3
1997-1998_Crystal Palace_Man United,1997-1998,35,4/27/1998,Crystal Palace,Man United,0,3,A,0,3
1997-1998_Arsenal_Derby,1997-1998,36,4/29/1998,Arsenal,Derby,1,0,H,3,0
1997-1998_Chelsea_Blackburn,1997-1998,36,4/29/1998,Chelsea,Blackburn,0,1,A,0,3
1997-1998_Coventry_Wimbledon,1997-1998,36,4/29/1998,Coventry,Wimbledon,0,0,D,1,1
1997-1998_Leicester_Newcastle,1997-1998,36,4/29/1998,Leicester,Newcastle,0,0,D,1,1
1997-1998_Bolton_Crystal Palace,1997-1998,37,5/2/1998,Bolton,Crystal Palace,5,2,H,3,0
1997-1998_Coventry_Blackburn,1997-1998,37,5/2/1998,Coventry,Blackburn,2,0,H,3,0
1997-1998_Leicester_Barnsley,1997-1998,37,5/2/1998,Leicester,Barnsley,1,0,H,3,0
1997-1998_Liverpool_West Ham,1997-1998,37,5/2/1998,Liverpool,West Ham,5,0,H,3,0
1997-1998_Newcastle_Chelsea,1997-1998,37,5/2/1998,Newcastle,Chelsea,3,1,H,3,0
1997-1998_Sheffield Weds_Aston Villa,1997-1998,37,5/2/1998,Sheffield Weds,Aston Villa,1,3,A,0,3
1997-1998_Southampton_Derby,1997-1998,37,5/2/1998,Southampton,Derby,0,2,A,0,3
1997-1998_Wimbledon_Tottenham,1997-1998,37,5/2/1998,Wimbledon,Tottenham,2,6,A,0,3
1997-1998_Arsenal_Everton,1997-1998,37,5/3/1998,Arsenal,Everton,4,0,H,3,0
1997-1998_Man United_Leeds,1997-1998,37,5/4/1998,Man United,Leeds,3,0,H,3,0
1997-1998_Crystal Palace_West Ham,1997-1998,37,5/5/1998,Crystal Palace,West Ham,3,3,D,1,1
1997-1998_Liverpool_Arsenal,1997-1998,37,5/6/1998,Liverpool,Arsenal,4,0,H,3,0
1997-1998_Aston Villa_Arsenal,1997-1998,38,5/10/1998,Aston Villa,Arsenal,1,0,H,3,0
1997-1998_Barnsley_Man United,1997-1998,38,5/10/1998,Barnsley,Man United,0,2,A,0,3
1997-1998_Blackburn_Newcastle,1997-1998,38,5/10/1998,Blackburn,Newcastle,1,0,H,3,0
1997-1998_Chelsea_Bolton,1997-1998,38,5/10/1998,Chelsea,Bolton,2,0,H,3,0
1997-1998_Crystal Palace_Sheffield Weds,1997-1998,38,5/10/1998,Crystal Palace,Sheffield Weds,1,0,H,3,0
1997-1998_Derby_Liverpool,1997-1998,38,5/10/1998,Derby,Liverpool,1,0,H,3,0
1997-1998_Everton_Coventry,1997-1998,38,5/10/1998,Everton,Coventry,1,1,D,1,1
1997-1998_Leeds_Wimbledon,1997-1998,38,5/10/1998,Leeds,Wimbledon,1,1,D,1,1
1997-1998_Tottenham_Southampton,1997-1998,38,5/10/1998,Tottenham,Southampton,1,1,D,1,1
1997-1998_West Ham_Leicester,1997-1998,38,5/10/1998,West Ham,Leicester,4,3,H,3,0
1998-1999_Blackburn_Derby,1998-1999,1,8/15/1998,Blackburn,Derby,0,0,D,1,1
1998-1999_Coventry_Chelsea,1998-1999,1,8/15/1998,Coventry,Chelsea,2,1,H,3,0
1998-1999_Everton_Aston Villa,1998-1999,1,8/15/1998,Everton,Aston Villa,0,0,D,1,1
1998-1999_Man United_Leicester,1998-1999,1,8/15/1998,Man United,Leicester,2,2,D,1,1
1998-1999_Middlesbrough_Leeds,1998-1999,1,8/15/1998,Middlesbrough,Leeds,0,0,D,1,1
1998-1999_Newcastle_Charlton,1998-1999,1,8/15/1998,Newcastle,Charlton,0,0,D,1,1
1998-1999_Sheffield Weds_West Ham,1998-1999,1,8/15/1998,Sheffield Weds,West Ham,0,1,A,0,3
1998-1999_Wimbledon_Tottenham,1998-1999,1,8/15/1998,Wimbledon,Tottenham,3,1,H,3,0
1998-1999_Southampton_Liverpool,1998-1999,1,8/16/1998,Southampton,Liverpool,1,2,A,0,3
1998-1999_Arsenal_Nott'm Forest,1998-1999,1,8/17/1998,Arsenal,Nott'm Forest,2,1,H,3,0
1998-1999_Charlton_Southampton,1998-1999,2,8/22/1998,Charlton,Southampton,5,0,H,3,0
1998-1999_Chelsea_Newcastle,1998-1999,2,8/22/1998,Chelsea,Newcastle,1,1,D,1,1
1998-1999_Derby_Wimbledon,1998-1999,2,8/22/1998,Derby,Wimbledon,0,0,D,1,1
1998-1999_Leicester_Everton,1998-1999,2,8/22/1998,Leicester,Everton,2,0,H,3,0
1998-1999_Liverpool_Arsenal,1998-1999,2,8/22/1998,Liverpool,Arsenal,0,0,D,1,1
1998-1999_Nott'm Forest_Coventry,1998-1999,2,8/22/1998,Nott'm Forest,Coventry,1,0,H,3,0
1998-1999_Tottenham_Sheffield Weds,1998-1999,2,8/22/1998,Tottenham,Sheffield Weds,0,3,A,0,3
1998-1999_West Ham_Man United,1998-1999,2,8/22/1998,West Ham,Man United,0,0,D,1,1
1998-1999_Aston Villa_Middlesbrough,1998-1999,2,8/23/1998,Aston Villa,Middlesbrough,3,1,H,3,0
1998-1999_Leeds_Blackburn,1998-1999,2,8/24/1998,Leeds,Blackburn,1,0,H,3,0
1998-1999_Arsenal_Charlton,1998-1999,3,8/29/1998,Arsenal,Charlton,0,0,D,1,1
1998-1999_Blackburn_Leicester,1998-1999,3,8/29/1998,Blackburn,Leicester,1,0,H,3,0
1998-1999_Coventry_West Ham,1998-1999,3,8/29/1998,Coventry,West Ham,0,0,D,1,1
1998-1999_Everton_Tottenham,1998-1999,3,8/29/1998,Everton,Tottenham,0,1,A,0,3
1998-1999_Middlesbrough_Derby,1998-1999,3,8/29/1998,Middlesbrough,Derby,1,1,D,1,1
1998-1999_Sheffield Weds_Aston Villa,1998-1999,3,8/29/1998,Sheffield Weds,Aston Villa,0,1,A,0,3
1998-1999_Southampton_Nott'm Forest,1998-1999,3,8/29/1998,Southampton,Nott'm Forest,1,2,A,0,3
1998-1999_Wimbledon_Leeds,1998-1999,3,8/29/1998,Wimbledon,Leeds,1,1,D,1,1
1998-1999_Newcastle_Liverpool,1998-1999,3,8/30/1998,Newcastle,Liverpool,1,4,A,0,3
1998-1999_Leeds_Southampton,1998-1999,4,9/8/1998,Leeds,Southampton,3,0,H,3,0
1998-1999_Nott'm Forest_Everton,1998-1999,4,9/8/1998,Nott'm Forest,Everton,0,2,A,0,3
1998-1999_Aston Villa_Newcastle,1998-1999,4,9/9/1998,Aston Villa,Newcastle,1,0,H,3,0
1998-1999_Chelsea_Arsenal,1998-1999,4,9/9/1998,Chelsea,Arsenal,0,0,D,1,1
1998-1999_Derby_Sheffield Weds,1998-1999,4,9/9/1998,Derby,Sheffield Weds,1,0,H,3,0
1998-1999_Leicester_Middlesbrough,1998-1999,4,9/9/1998,Leicester,Middlesbrough,0,1,A,0,3
1998-1999_Liverpool_Coventry,1998-1999,4,9/9/1998,Liverpool,Coventry,2,0,H,3,0
1998-1999_Man United_Charlton,1998-1999,4,9/9/1998,Man United,Charlton,4,1,H,3,0
1998-1999_Tottenham_Blackburn,1998-1999,4,9/9/1998,Tottenham,Blackburn,2,1,H,3,0
1998-1999_West Ham_Wimbledon,1998-1999,4,9/9/1998,West Ham,Wimbledon,3,4,A,0,3
1998-1999_Aston Villa_Wimbledon,1998-1999,5,9/12/1998,Aston Villa,Wimbledon,2,0,H,3,0
1998-1999_Charlton_Derby,1998-1999,5,9/12/1998,Charlton,Derby,1,2,A,0,3
1998-1999_Chelsea_Nott'm Forest,1998-1999,5,9/12/1998,Chelsea,Nott'm Forest,2,1,H,3,0
1998-1999_Everton_Leeds,1998-1999,5,9/12/1998,Everton,Leeds,0,0,D,1,1
1998-1999_Leicester_Arsenal,1998-1999,5,9/12/1998,Leicester,Arsenal,1,1,D,1,1
1998-1999_Man United_Coventry,1998-1999,5,9/12/1998,Man United,Coventry,2,0,H,3,0
1998-1999_Newcastle_Southampton,1998-1999,5,9/12/1998,Newcastle,Southampton,4,0,H,3,0
1998-1999_Sheffield Weds_Blackburn,1998-1999,5,9/12/1998,Sheffield Weds,Blackburn,3,0,H,3,0
1998-1999_West Ham_Liverpool,1998-1999,5,9/12/1998,West Ham,Liverpool,2,1,H,3,0
1998-1999_Tottenham_Middlesbrough,1998-1999,5,9/13/1998,Tottenham,Middlesbrough,0,3,A,0,3
1998-1999_Coventry_Newcastle,1998-1999,6,9/19/1998,Coventry,Newcastle,1,5,A,0,3
1998-1999_Derby_Leicester,1998-1999,6,9/19/1998,Derby,Leicester,2,0,H,3,0
1998-1999_Leeds_Aston Villa,1998-1999,6,9/19/1998,Leeds,Aston Villa,0,0,D,1,1
1998-1999_Liverpool_Charlton,1998-1999,6,9/19/1998,Liverpool,Charlton,3,3,D,1,1
1998-1999_Middlesbrough_Everton,1998-1999,6,9/19/1998,Middlesbrough,Everton,2,2,D,1,1
1998-1999_Nott'm Forest_West Ham,1998-1999,6,9/19/1998,Nott'm Forest,West Ham,0,0,D,1,1
1998-1999_Southampton_Tottenham,1998-1999,6,9/19/1998,Southampton,Tottenham,1,1,D,1,1
1998-1999_Wimbledon_Sheffield Weds,1998-1999,6,9/19/1998,Wimbledon,Sheffield Weds,2,1,H,3,0
1998-1999_Arsenal_Man United,1998-1999,6,9/20/1998,Arsenal,Man United,3,0,H,3,0
1998-1999_Blackburn_Chelsea,1998-1999,6,9/21/1998,Blackburn,Chelsea,3,4,A,0,3
1998-1999_Man United_Liverpool,1998-1999,6,9/24/1998,Man United,Liverpool,2,0,H,3,0
1998-1999_Aston Villa_Derby,1998-1999,7,9/26/1998,Aston Villa,Derby,1,0,H,3,0
1998-1999_Charlton_Coventry,1998-1999,7,9/26/1998,Charlton,Coventry,1,1,D,1,1
1998-1999_Chelsea_Middlesbrough,1998-1999,7,9/26/1998,Chelsea,Middlesbrough,2,0,H,3,0
1998-1999_Everton_Blackburn,1998-1999,7,9/26/1998,Everton,Blackburn,0,0,D,1,1
1998-1999_Newcastle_Nott'm Forest,1998-1999,7,9/26/1998,Newcastle,Nott'm Forest,2,0,H,3,0
1998-1999_Sheffield Weds_Arsenal,1998-1999,7,9/26/1998,Sheffield Weds,Arsenal,1,0,H,3,0
1998-1999_Tottenham_Leeds,1998-1999,7,9/26/1998,Tottenham,Leeds,3,3,D,1,1
1998-1999_Leicester_Wimbledon,1998-1999,7,9/27/1998,Leicester,Wimbledon,1,1,D,1,1
1998-1999_West Ham_Southampton,1998-1999,7,9/28/1998,West Ham,Southampton,1,0,H,3,0
1998-1999_Blackburn_West Ham,1998-1999,8,10/3/1998,Blackburn,West Ham,3,0,H,3,0
1998-1999_Coventry_Aston Villa,1998-1999,8,10/3/1998,Coventry,Aston Villa,1,2,A,0,3
1998-1999_Derby_Tottenham,1998-1999,8,10/3/1998,Derby,Tottenham,0,1,A,0,3
1998-1999_Leeds_Leicester,1998-1999,8,10/3/1998,Leeds,Leicester,0,1,A,0,3
1998-1999_Middlesbrough_Sheffield Weds,1998-1999,8,10/3/1998,Middlesbrough,Sheffield Weds,4,0,H,3,0
1998-1999_Nott'm Forest_Charlton,1998-1999,8,10/3/1998,Nott'm Forest,Charlton,0,1,A,0,3
1998-1999_Southampton_Man United,1998-1999,8,10/3/1998,Southampton,Man United,0,3,A,0,3
1998-1999_Wimbledon_Everton,1998-1999,8,10/3/1998,Wimbledon,Everton,1,2,A,0,3
1998-1999_Arsenal_Newcastle,1998-1999,8,10/4/1998,Arsenal,Newcastle,3,0,H,3,0
1998-1999_Liverpool_Chelsea,1998-1999,8,10/4/1998,Liverpool,Chelsea,1,1,D,1,1
1998-1999_Arsenal_Southampton,1998-1999,9,10/17/1998,Arsenal,Southampton,1,1,D,1,1
1998-1999_Chelsea_Charlton,1998-1999,9,10/17/1998,Chelsea,Charlton,2,1,H,3,0
1998-1999_Everton_Liverpool,1998-1999,9,10/17/1998,Everton,Liverpool,0,0,D,1,1
1998-1999_Man United_Wimbledon,1998-1999,9,10/17/1998,Man United,Wimbledon,5,1,H,3,0
1998-1999_Middlesbrough_Blackburn,1998-1999,9,10/17/1998,Middlesbrough,Blackburn,2,1,H,3,0
1998-1999_Newcastle_Derby,1998-1999,9,10/17/1998,Newcastle,Derby,2,1,H,3,0
1998-1999_Nott'm Forest_Leeds,1998-1999,9,10/17/1998,Nott'm Forest,Leeds,1,1,D,1,1
1998-1999_West Ham_Aston Villa,1998-1999,9,10/17/1998,West Ham,Aston Villa,0,0,D,1,1
1998-1999_Coventry_Sheffield Weds,1998-1999,9,10/18/1998,Coventry,Sheffield Weds,1,0,H,3,0
1998-1999_Leicester_Tottenham,1998-1999,9,10/19/1998,Leicester,Tottenham,2,1,H,3,0
1998-1999_Aston Villa_Leicester,1998-1999,10,10/24/1998,Aston Villa,Leicester,1,1,D,1,1
1998-1999_Charlton_West Ham,1998-1999,10,10/24/1998,Charlton,West Ham,4,2,H,3,0
1998-1999_Derby_Man United,1998-1999,10,10/24/1998,Derby,Man United,1,1,D,1,1
1998-1999_Liverpool_Nott'm Forest,1998-1999,10,10/24/1998,Liverpool,Nott'm Forest,5,1,H,3,0
1998-1999_Sheffield Weds_Everton,1998-1999,10,10/24/1998,Sheffield Weds,Everton,0,0,D,1,1
1998-1999_Southampton_Coventry,1998-1999,10,10/24/1998,Southampton,Coventry,2,1,H,3,0
1998-1999_Tottenham_Newcastle,1998-1999,10,10/24/1998,Tottenham,Newcastle,2,0,H,3,0
1998-1999_Wimbledon_Middlesbrough,1998-1999,10,10/24/1998,Wimbledon,Middlesbrough,2,2,D,1,1
1998-1999_Blackburn_Arsenal,1998-1999,10,10/25/1998,Blackburn,Arsenal,1,2,A,0,3
1998-1999_Leeds_Chelsea,1998-1999,10,10/25/1998,Leeds,Chelsea,0,0,D,1,1
1998-1999_Coventry_Arsenal,1998-1999,11,10/31/1998,Coventry,Arsenal,0,1,A,0,3
1998-1999_Derby_Leeds,1998-1999,11,10/31/1998,Derby,Leeds,2,2,D,1,1
1998-1999_Everton_Man United,1998-1999,11,10/31/1998,Everton,Man United,1,4,A,0,3
1998-1999_Leicester_Liverpool,1998-1999,11,10/31/1998,Leicester,Liverpool,1,0,H,3,0
1998-1999_Newcastle_West Ham,1998-1999,11,10/31/1998,Newcastle,West Ham,0,3,A,0,3
1998-1999_Sheffield Weds_Southampton,1998-1999,11,10/31/1998,Sheffield Weds,Southampton,0,0,D,1,1
1998-1999_Wimbledon_Blackburn,1998-1999,11,10/31/1998,Wimbledon,Blackburn,1,1,D,1,1
1998-1999_Middlesbrough_Nott'm Forest,1998-1999,11,11/1/1998,Middlesbrough,Nott'm Forest,1,1,D,1,1
1998-1999_Tottenham_Charlton,1998-1999,11,11/2/1998,Tottenham,Charlton,2,2,D,1,1
1998-1999_Aston Villa_Tottenham,1998-1999,12,11/7/1998,Aston Villa,Tottenham,3,2,H,3,0
1998-1999_Blackburn_Coventry,1998-1999,12,11/7/1998,Blackburn,Coventry,1,2,A,0,3
1998-1999_Charlton_Leicester,1998-1999,12,11/7/1998,Charlton,Leicester,0,0,D,1,1
1998-1999_Liverpool_Derby,1998-1999,12,11/7/1998,Liverpool,Derby,1,2,A,0,3
1998-1999_Nott'm Forest_Wimbledon,1998-1999,12,11/7/1998,Nott'm Forest,Wimbledon,0,1,A,0,3
1998-1999_Southampton_Middlesbrough,1998-1999,12,11/7/1998,Southampton,Middlesbrough,3,3,D,1,1
1998-1999_Arsenal_Everton,1998-1999,12,11/8/1998,Arsenal,Everton,1,0,H,3,0
1998-1999_Leeds_Sheffield Weds,1998-1999,12,11/8/1998,Leeds,Sheffield Weds,2,1,H,3,0
1998-1999_Man United_Newcastle,1998-1999,12,11/8/1998,Man United,Newcastle,0,0,D,1,1
1998-1999_West Ham_Chelsea,1998-1999,12,11/8/1998,West Ham,Chelsea,1,1,D,1,1
1998-1999_Arsenal_Tottenham,1998-1999,13,11/14/1998,Arsenal,Tottenham,0,0,D,1,1
1998-1999_Charlton_Middlesbrough,1998-1999,13,11/14/1998,Charlton,Middlesbrough,1,1,D,1,1
1998-1999_Chelsea_Wimbledon,1998-1999,13,11/14/1998,Chelsea,Wimbledon,3,0,H,3,0
1998-1999_Liverpool_Leeds,1998-1999,13,11/14/1998,Liverpool,Leeds,1,3,A,0,3
1998-1999_Man United_Blackburn,1998-1999,13,11/14/1998,Man United,Blackburn,3,2,H,3,0
1998-1999_Newcastle_Sheffield Weds,1998-1999,13,11/14/1998,Newcastle,Sheffield Weds,1,1,D,1,1
1998-1999_Southampton_Aston Villa,1998-1999,13,11/14/1998,Southampton,Aston Villa,1,4,A,0,3
1998-1999_West Ham_Leicester,1998-1999,13,11/14/1998,West Ham,Leicester,3,2,H,3,0
1998-1999_Coventry_Everton,1998-1999,13,11/15/1998,Coventry,Everton,3,0,H,3,0
1998-1999_Nott'm Forest_Derby,1998-1999,13,11/16/1998,Nott'm Forest,Derby,2,2,D,1,1
1998-1999_Aston Villa_Liverpool,1998-1999,14,11/21/1998,Aston Villa,Liverpool,2,4,A,0,3
1998-1999_Blackburn_Southampton,1998-1999,14,11/21/1998,Blackburn,Southampton,0,2,A,0,3
1998-1999_Leeds_Charlton,1998-1999,14,11/21/1998,Leeds,Charlton,4,1,H,3,0
1998-1999_Leicester_Chelsea,1998-1999,14,11/21/1998,Leicester,Chelsea,2,4,A,0,3
1998-1999_Middlesbrough_Coventry,1998-1999,14,11/21/1998,Middlesbrough,Coventry,2,0,H,3,0
1998-1999_Sheffield Weds_Man United,1998-1999,14,11/21/1998,Sheffield Weds,Man United,3,1,H,3,0
1998-1999_Tottenham_Nott'm Forest,1998-1999,14,11/21/1998,Tottenham,Nott'm Forest,2,0,H,3,0
1998-1999_Wimbledon_Arsenal,1998-1999,14,11/21/1998,Wimbledon,Arsenal,1,0,H,3,0
1998-1999_Derby_West Ham,1998-1999,14,11/22/1998,Derby,West Ham,0,2,A,0,3
1998-1999_Everton_Newcastle,1998-1999,14,11/23/1998,Everton,Newcastle,1,0,H,3,0
1998-1999_Charlton_Everton,1998-1999,15,11/28/1998,Charlton,Everton,1,2,A,0,3
1998-1999_Chelsea_Sheffield Weds,1998-1999,15,11/28/1998,Chelsea,Sheffield Weds,1,1,D,1,1
1998-1999_Coventry_Leicester,1998-1999,15,11/28/1998,Coventry,Leicester,1,1,D,1,1
1998-1999_Newcastle_Wimbledon,1998-1999,15,11/28/1998,Newcastle,Wimbledon,3,1,H,3,0
1998-1999_Nott'm Forest_Aston Villa,1998-1999,15,11/28/1998,Nott'm Forest,Aston Villa,2,2,D,1,1
1998-1999_Southampton_Derby,1998-1999,15,11/28/1998,Southampton,Derby,0,1,A,0,3
1998-1999_West Ham_Tottenham,1998-1999,15,11/28/1998,West Ham,Tottenham,2,1,H,3,0
1998-1999_Arsenal_Middlesbrough,1998-1999,15,11/29/1998,Arsenal,Middlesbrough,1,1,D,1,1
1998-1999_Liverpool_Blackburn,1998-1999,15,11/29/1998,Liverpool,Blackburn,2,0,H,3,0
1998-1999_Man United_Leeds,1998-1999,15,11/29/1998,Man United,Leeds,3,2,H,3,0
1998-1999_Aston Villa_Man United,1998-1999,16,12/5/1998,Aston Villa,Man United,1,1,D,1,1
1998-1999_Blackburn_Charlton,1998-1999,16,12/5/1998,Blackburn,Charlton,1,0,H,3,0
1998-1999_Derby_Arsenal,1998-1999,16,12/5/1998,Derby,Arsenal,0,0,D,1,1
1998-1999_Everton_Chelsea,1998-1999,16,12/5/1998,Everton,Chelsea,0,0,D,1,1
1998-1999_Leeds_West Ham,1998-1999,16,12/5/1998,Leeds,West Ham,4,0,H,3,0
1998-1999_Leicester_Southampton,1998-1999,16,12/5/1998,Leicester,Southampton,2,0,H,3,0
1998-1999_Tottenham_Liverpool,1998-1999,16,12/5/1998,Tottenham,Liverpool,2,1,H,3,0
1998-1999_Wimbledon_Coventry,1998-1999,16,12/5/1998,Wimbledon,Coventry,2,1,H,3,0
1998-1999_Middlesbrough_Newcastle,1998-1999,16,12/6/1998,Middlesbrough,Newcastle,2,2,D,1,1
1998-1999_Sheffield Weds_Nott'm Forest,1998-1999,16,12/7/1998,Sheffield Weds,Nott'm Forest,3,2,H,3,0
1998-1999_Chelsea_Aston Villa,1998-1999,16,12/9/1998,Chelsea,Aston Villa,2,1,H,3,0
1998-1999_Blackburn_Newcastle,1998-1999,17,12/12/1998,Blackburn,Newcastle,0,0,D,1,1
1998-1999_Derby_Chelsea,1998-1999,17,12/12/1998,Derby,Chelsea,2,2,D,1,1
1998-1999_Everton_Southampton,1998-1999,17,12/12/1998,Everton,Southampton,1,0,H,3,0
1998-1999_Leicester_Nott'm Forest,1998-1999,17,12/12/1998,Leicester,Nott'm Forest,3,1,H,3,0
1998-1999_Middlesbrough_West Ham,1998-1999,17,12/12/1998,Middlesbrough,West Ham,1,0,H,3,0
1998-1999_Sheffield Weds_Charlton,1998-1999,17,12/12/1998,Sheffield Weds,Charlton,3,0,H,3,0
1998-1999_Tottenham_Man United,1998-1999,17,12/12/1998,Tottenham,Man United,2,2,D,1,1
1998-1999_Aston Villa_Arsenal,1998-1999,17,12/13/1998,Aston Villa,Arsenal,3,2,H,3,0
1998-1999_Wimbledon_Liverpool,1998-1999,17,12/13/1998,Wimbledon,Liverpool,1,0,H,3,0
1998-1999_Leeds_Coventry,1998-1999,17,12/14/1998,Leeds,Coventry,2,0,H,3,0
1998-1999_Man United_Chelsea,1998-1999,17,12/16/1998,Man United,Chelsea,1,1,D,1,1
